frame,seconds,card_rows,paper_pixels,card_area,paper_fraction,suspect
232,5.887778,1273,808,1130424,0.0007147760486330793,False
233,5.904822,1274,854,1131312,0.0007548757548757549,False
234,5.922622,1274,850,1131312,0.0007513400370543228,False
235,5.938222,1273,812,1130424,0.0007183145439233421,False
236,5.955378,1274,832,1131312,0.0007354293068578783,False
237,5.971122,1274,816,1131312,0.0007212864355721499,False
238,5.988733,1274,853,1131312,0.0007539918254203968,False
239,6.005156,1274,896,1131312,0.000792000792000792,False
240,6.021567,1274,867,1131312,0.0007663668377954092,False
241,6.037689,1274,873,1131312,0.0007716704145275574,False
242,6.054278,1274,934,1131312,0.000825590111304397,False
243,6.071933,1274,838,1131312,0.0007407328835900265,False
244,6.0895,1274,836,1131312,0.0007389650246793104,False
245,6.105411,1274,833,1131312,0.0007363132363132363,False
246,6.121689,1274,817,1131312,0.0007221703650275078,False
247,6.138911,1274,823,1131312,0.000727473941759656,False
248,6.155344,1274,843,1131312,0.0007451525308668166,False
249,6.172767,1269,846,1126872,0.0007507507507507507,False
250,6.188222,1258,841,1117104,0.0007528394849539524,False
251,6.205056,1247,783,1107336,0.0007071024512884978,False
252,6.222467,1235,784,1096680,0.0007148849254112412,False
253,6.238844,1223,770,1086024,0.0007090082723770377,False
254,6.255922,1212,793,1076256,0.0007368135462194869,False
255,6.276911,1201,785,1066488,0.0007360607901823555,False
256,6.289022,1179,788,1046952,0.0007526610580045694,False
257,6.306433,1179,790,1046952,0.0007545713652583882,False
258,6.321767,1167,787,1036296,0.0007594355280730603,False
259,6.339,1156,785,1026528,0.0007647136756133296,False
260,6.355722,1146,774,1017648,0.0007605773312579596,False
261,6.373089,1133,738,1006104,0.0007335225781827724,False
262,6.388544,1111,741,986568,0.0007510886223757511,False
263,6.406822,1111,743,986568,0.0007531158521257532,False
264,6.422256,1102,719,978576,0.0007347410931802947,False
265,6.438589,1096,712,973248,0.0007315709870454396,False
266,6.455,1097,709,974136,0.000727824451616612,False
267,6.472033,1097,711,974136,0.0007298775530316095,False
268,6.488644,1096,712,973248,0.0007315709870454396,False
269,6.5057,1097,706,974136,0.0007247447994941158,False
270,6.5221,1097,702,974136,0.0007206385966641208,False
271,6.538611,1096,751,973248,0.0007716429933583218,False
272,6.5562,1096,764,973248,0.0007850003287959492,False
273,6.571189,1096,760,973248,0.0007808903794305254,False
274,6.588511,1096,764,973248,0.0007850003287959492,False
275,6.604867,1096,811,973248,0.0008332922338396791,False
276,6.621856,1096,818,973248,0.0008404846452291707,False
277,6.638322,1095,786,972360,0.000808342589164507,False
278,6.654856,1096,774,973248,0.0007952752022095088,False
279,6.671756,1096,756,973248,0.0007767804300651016,False
280,6.688578,1096,819,973248,0.0008415121325705267,False
281,6.704756,1096,842,973248,0.0008651443414217137,False
282,6.721244,1095,855,972360,0.0008793039614957423,False
283,6.738833,1095,859,972360,0.000883417664239582,False
284,6.757333,1095,843,972360,0.0008669628532642232,False
285,6.7748,1095,869,972360,0.0008937019210991814,False
286,6.791844,1095,864,972360,0.0008885597926693817,False
287,6.808156,1096,855,973248,0.0008785016768593411,False
288,6.825878,1097,864,974136,0.000886939811278918,False
289,6.842689,1095,893,972360,0.0009183841375622197,False
290,6.860567,1095,1112,972360,0.001143609362787445,False
291,6.878533,1096,1330,973248,0.0013665581640034195,False
292,6.895456,1096,1276,973248,0.001311073847570198,False
293,6.913078,1096,1168,973248,0.001200105214703755,False
294,6.928733,1096,1142,973248,0.0011733905438285,False
295,6.946522,1096,1191,973248,0.001223737423554942,False
296,6.963,1098,1304,975024,0.001337402976747239,False
297,6.980156,1098,1233,975024,0.0012645842563875351,False
298,6.996467,1097,1216,974136,0.001248285660318477,False
299,7.012167,1097,1186,974136,0.0012174891390935147,False
300,7.029211,1097,1197,974136,0.001228781196876001,False
301,7.045167,1097,1205,974136,0.001236993602535991,False
302,7.057156,1097,1206,974136,0.0012380201532434896,False
303,7.157156,1097,1206,974136,0.0012380201532434896,False
304,7.173411,1097,1194,974136,0.0012257015447535047,False
305,7.273411,1097,1201,974136,0.001232887399705996,False
306,7.373411,1096,1157,973248,0.0011888028539488392,False
307,7.402056,1095,1148,972360,0.0011806326874820026,False
308,7.422056,1095,1147,972360,0.0011796042617960426,False
309,7.438856,1095,1140,972360,0.0011724052819943231,False
310,7.455222,1095,1130,972360,0.0011621210251347238,False
311,7.471822,1095,1097,972360,0.001128182977498046,False
312,7.488144,1095,1087,972360,0.0011178987206384467,False
313,7.504733,1103,1067,979464,0.0010893713296251828,False
314,7.5218,1115,1070,990120,0.0010806770896456994,False
315,7.538356,1126,1116,999888,0.0011161250060006721,False
