frame,seconds,phase,missing_marker_fraction,missing_card_fraction,failing
537,11.256011,290,0.0,0.0,False
538,11.273067,278,0.0,0.0,False
539,11.290178,268,0.0,0.0,False
540,11.306144,256,0.0,0.0,False
541,11.323389,248,0.0,0.0,False
542,11.340678,234,0.0,0.0,False
543,11.356689,224,0.0,0.0,False
544,11.372544,212,0.0,0.0,False
545,11.389889,200,0.0,0.0,False
546,11.4065,190,0.0,0.0,False
547,11.423122,178,0.0,0.0,False
548,11.439678,167,0.0,0.0,False
549,11.455733,146,0.0,0.0,False
550,11.472011,146,0.0,0.0,False
551,11.489867,146,0.0,0.0,False
552,11.589867,146,0.0,0.0,False
553,11.607189,146,0.0,0.0,False
554,11.707189,146,0.0,0.0,False
555,11.807189,146,0.0,0.0,False
556,11.907189,146,0.0,0.0,False
557,12.007189,146,0.0,0.0,False
558,12.107189,146,0.0,0.0,False
559,12.207189,146,0.0,0.0,False
560,12.307189,146,0.0,0.0,False
561,12.407189,146,0.0,0.0,False
562,12.507189,146,0.0,0.0,False
563,12.607189,146,0.0,0.0,False
564,13.094289,146,0.0,0.0,False
565,13.194289,146,0.0,0.0,False
566,13.209989,146,0.0,0.0,False
567,13.309989,146,0.0,0.0,False
568,13.409989,146,0.0,0.0,False
569,13.509989,146,0.0,0.0,False
570,13.609989,146,0.0,0.0,False
571,13.709989,146,0.0,0.0,False
572,13.751822,150,0.0,0.0,False
573,13.764344,150,0.0,0.0,False
574,13.777978,150,0.0,0.0,False
575,13.789789,162,0.0,0.0,False
576,13.8068,172,0.0,0.0,False
577,13.823144,172,0.0,0.0,False
578,13.840278,182,0.0,0.0,False
579,13.8574,194,0.0,0.0,False
580,13.873633,204,0.0,0.0,False
581,13.890689,216,0.0,0.0,False
582,13.907433,226,0.0,0.0,False
583,13.923611,236,0.0,0.0,False
584,13.940244,250,0.0,0.0,False
585,13.957489,262,0.0,0.0,False
586,13.9745,274,0.0,0.0,False
587,13.990344,284,0.0,0.0,False
588,14.007556,294,0.0,0.0,False
589,14.024511,0,0.0,0.0,False
590,14.040878,10,0.0,0.0,False
591,14.057256,22,0.0,0.0,False
592,14.074156,34,0.0,0.0,False
593,14.091122,44,0.0,0.0,False
594,14.107011,56,0.0,0.0,False
595,14.124467,68,0.0,0.0,False
596,14.140144,78,0.0,0.0,False
597,14.156844,90,0.0,0.0,False
598,14.173378,100,0.0,0.0,False
599,14.190978,112,0.0,0.0,False
600,14.2071,122,0.0,0.0,False
601,14.224067,132,0.0,0.0,False
602,14.241678,144,0.0,0.0,False
603,14.257922,156,0.0,0.0,False
604,14.273822,166,0.0,0.0,False
605,14.290256,176,0.0,0.0,False
606,14.307567,186,0.0,0.0,False
607,14.323456,196,0.0,0.0,False
608,14.340644,210,0.0,0.0,False
609,14.357667,222,0.0,0.0,False
610,14.374078,234,0.0,0.0,False
611,14.3898,244,0.0,0.0,False
612,14.407644,256,0.0,0.0,False
613,14.423622,266,0.0,0.0,False
614,14.440044,278,0.0,0.0,False
615,14.456756,290,0.0,0.0,False
616,14.473533,0,0.0,0.0,False
617,14.489967,6,0.0,0.0,False
618,14.506989,16,0.0,0.0,False
619,14.523622,28,0.0,0.0,False
620,14.540122,38,0.0,0.0,False
621,14.557478,50,0.0,0.0,False
622,14.573756,62,0.0,0.0,False
623,14.591122,72,0.0,0.0,False
624,14.6075,84,0.0,0.0,False
625,14.624589,94,0.0,0.0,False
626,14.640711,106,0.0,0.0,False
627,14.657656,116,0.0,0.0,False
628,14.6737,127,0.0,0.0,False
629,14.690178,136,0.0,0.0,False
630,14.707489,147,0.0,0.0,False
631,14.723678,161,0.0,0.0,False
632,14.740422,172,0.0,0.0,False
633,14.757089,184,0.0,0.0,False
634,14.773478,194,0.0,0.0,False
635,14.790556,205,0.0,0.0,False
636,14.8078,217,0.0,0.0,False
637,14.824211,228,0.0,0.0,False
638,14.840422,240,0.0,0.0,False
639,14.857644,250,0.0,0.0,False
640,14.873667,262,0.0,0.0,False
641,14.891078,272,0.0,0.0,False
642,14.907467,284,0.0,0.0,False
643,14.923711,294,0.0,0.0,False
644,14.9412,0,0.0,0.0,False
645,14.957656,10,0.0,0.0,False
646,14.973589,22,0.0,0.0,False
647,14.991233,34,0.0,0.0,False
648,15.007444,44,0.0,0.0,False
649,15.024467,56,0.0,0.0,False
650,15.040933,66,0.0,0.0,False
651,15.057189,76,0.0,0.0,False
652,15.073044,88,0.0,0.0,False
653,15.090311,98,0.0,0.0,False
654,15.106911,108,0.0,0.0,False
655,15.123967,122,0.0,0.0,False
656,15.140144,132,0.0,0.0,False
657,15.156956,144,0.0,0.0,False
658,15.173267,154,0.0,0.0,False
659,15.190689,166,0.0,0.0,False
660,15.207444,178,0.0,0.0,False
661,15.224056,188,0.0,0.0,False
662,15.241411,200,0.0,0.0,False
663,15.257467,212,0.0,0.0,False
664,15.274422,222,0.0,0.0,False
665,15.290533,232,0.0,0.0,False
666,15.307678,244,0.0,0.0,False
667,15.324967,254,0.0,0.0,False
668,15.340889,266,0.0,0.0,False
669,15.3578,278,0.0,0.0,False
670,15.375478,288,0.0,0.0,False
671,15.391456,0,0.0,0.0,False
672,15.407322,16,0.0,0.0,False
673,15.425267,16,0.0,0.0,False
674,15.440611,26,0.0,0.0,False
675,15.457344,36,0.0,0.0,False
676,15.474011,46,0.0,0.0,False
677,15.490856,58,0.0,0.0,False
678,15.507344,70,0.0,0.0,False
679,15.524067,82,0.0,0.0,False
680,15.541111,94,0.0,0.0,False
681,15.557356,104,0.0,0.0,False
682,15.574078,116,0.0,0.0,False
683,15.591011,128,0.0,0.0,False
684,15.6078,138,0.0,0.0,False
685,15.624333,148,0.0,0.0,False
686,15.640733,160,0.0,0.0,False
687,15.657733,172,0.0,0.0,False
688,15.674167,182,0.0,0.0,False
689,15.6909,194,0.0,0.0,False
690,15.707211,206,0.0,0.0,False
691,15.723644,216,0.0,0.0,False
692,15.740233,228,0.0,0.0,False
693,15.757078,238,0.0,0.0,False
694,15.773533,250,0.0,0.0,False
695,15.795622,260,0.0,0.0,False
696,15.808311,270,0.0,0.0,False
697,15.824322,282,0.0,0.0,False
698,15.8399,298,0.0,0.0,False
699,15.856756,298,0.0,0.0,False
700,15.873156,298,0.0,0.0,False
701,15.890578,298,0.0,0.0,False
702,15.990578,298,0.0,0.0,False
703,16.008489,298,0.0,0.0,False
704,16.074744,298,0.0,0.0,False
705,16.174744,298,0.0,0.0,False
706,16.191678,298,0.0,0.0,False
707,16.208156,0,0.0,0.0,False
708,16.2243,0,0.0,0.0,False
709,16.240922,0,0.0,0.0,False
710,16.2576,6,0.0,0.0,False
711,16.274244,16,0.0,0.0,False
712,16.290244,18,0.0,0.0,False
713,16.307378,28,0.0,0.0,False
714,16.324256,39,0.0,0.0,False
715,16.341133,50,0.0,0.0,False
716,16.3576,60,0.0,0.0,False
717,16.373956,72,0.0,0.0,False
718,16.390089,82,0.0,0.0,False
719,16.406911,94,0.0,0.0,False
720,16.424267,106,0.0,0.0,False
721,16.4402,114,0.0,0.0,False
722,16.457078,128,0.0,0.0,False
723,16.4737,138,0.0,0.0,False
724,16.490344,150,0.0,0.0,False
725,16.507067,161,0.0,0.0,False
726,16.523844,172,0.0,0.0,False
